episode_id,filename,class_label,split,generation_phase,candidate_attempt_index,saved_episode_index,seed,duration,initial_mid_price,tick_size,min_spread,depth_levels,base_order_rate,volatility_regime,imbalance_regime,burstiness_regime,cancellation_regime,imbalance,burstiness,trend_regime,cluster_regime,iceberg_count,buy_iceberg_count,sell_iceberg_count,num_market_makers,num_fake_icebergs,num_regime_shifts,iceberg_timing_style,iceberg_placement_style,liquidity_profile_style,difficulty_bucket,had_positive_support,positive_support_strength,iceberg_became_meaningful,hard_negative_types,num_rows,num_events_approx,num_trades,total_volume,snapshot_interval,mean_spread,mean_depth
ep_006498,ep_006498.csv,iceberg,test,iceberg_phase,29232,6498,3461161952,521.0248399999999,179.64,0.05,0.7357238032415669,10,1.0528676842661815,noisy,mild_buy,bursty,0.245436,0.2004470114986544,0.418228,-0.635611,0.066322,4,3,1,1,1,3,clustered,at_bbo,flat,hard_positive,True,0.694,True,"{""large_visible"": 0.20534880978183467, ""sliced_visible"": 0.06547617711197375, ""churn"": 0.1732324379292044, ""multi_refill"": 0.16975668791770043, ""noise"": 0.49586408872244137, ""directional"": 0.20556433963690865}",227,9531,359,23806,2.3044,0.053965,980017.07
ep_006499,ep_006499.csv,iceberg,test,iceberg_phase,29236,6499,3464872566,542.0187,113.25,0.05,0.7656967495995779,5,6.835489925681472,noisy,mild_buy,bursty,0.124532,0.22051697571417617,0.680945,-0.51773,0.101433,4,2,2,2,0,1,early_bias,mixed,random,hard_positive,True,0.7434,True,"{""large_visible"": 0.14669782944420837, ""sliced_visible"": 0.06017104360007257, ""churn"": 0.21468198224897556, ""multi_refill"": 0.08598696053804972, ""noise"": 0.2179549343870295, ""directional"": 0.5223807297477905}",331,5024,504,46892,1.6395,0.054683,447631.0
ep_006500,ep_006500.csv,iceberg,train,iceberg_phase,29244,6500,3473605537,107.74880999999999,280.09,0.01,1.0016791562090872,11,0.82182864805149,normal,neutral,normal,0.113672,0.06434393576589093,0.317836,-0.027836,0.739079,2,0,2,2,1,0,clustered,mixed,flat,medium_positive,True,0.3517,True,"{""large_visible"": 0.05027202981695366, ""sliced_visible"": 0.28832160125835155, ""churn"": 0.3281136104296828, ""multi_refill"": 0.17808504941313524, ""noise"": 0.17467176666852793, ""directional"": 0.33599356999159635}",249,1367,37,2034,0.4329,0.014337,754915.69
ep_006501,ep_006501.csv,iceberg,test,iceberg_phase,29246,6501,3475231929,295.46662499999996,32.23,0.02,1.4214347812347583,5,1.1878488705999206,normal,strong_buy,calm,0.089852,0.8230596062728376,0.051873,0.804277,0.070876,1,1,0,3,1,3,clustered,mixed,decay_linear,hard_positive,True,0.6365,True,"{""large_visible"": 0.20490938903086287, ""sliced_visible"": 0.1383932386783186, ""churn"": 0.2349743626243797, ""multi_refill"": 0.09258975669675282, ""noise"": 0.18465202298678532, ""directional"": 0.32205098196312176}",197,7405,130,11527,1.5025,0.024061,350903.79
ep_006502,ep_006502.csv,iceberg,val,iceberg_phase,29250,6502,3480107419,183.44167499999998,128.59,0.05,0.5678275256016598,7,1.6393657103690988,calm,neutral,normal,0.349829,-0.10970973711548226,0.211234,0.813891,0.156169,3,1,2,3,2,2,uniform_random,at_bbo,decay_linear,hard_positive,True,0.5346,True,"{""large_visible"": 0.0869976239708016, ""sliced_visible"": 0.11970948758489912, ""churn"": 0.20470683463400202, ""multi_refill"": 0.2643644894865242, ""noise"": 0.35105367309123314, ""directional"": 0.3809956211055999}",110,4325,220,15437,1.6791,0.054545,181759.47
ep_006503,ep_006503.csv,iceberg,test,iceberg_phase,29256,6503,3485294137,161.946405,211.71,0.01,1.0181519167499875,8,0.8662535183663496,noisy,mild_buy,normal,0.437184,0.3693727024138215,0.33171,0.760442,0.198602,3,1,2,3,0,0,late_bias,at_bbo,flat,hard_positive,False,0.0,True,"{""large_visible"": 0.06659573613310878, ""sliced_visible"": 0.14164389867246674, ""churn"": 0.08046440374852212, ""multi_refill"": 0.08926088553167885, ""noise"": 0.3096897332982861, ""directional"": 0.5176253768050745}",163,3476,43,4598,0.9969,0.014969,1032563.7
ep_006504,ep_006504.csv,iceberg,test,iceberg_phase,29266,6504,3495199335,244.69074,21.18,0.02,0.7650501145378235,8,3.3412749584340395,calm,strong_sell,normal,0.124139,-0.6925909003700339,0.378282,-0.474004,0.300461,2,0,2,2,0,2,clustered,at_bbo,flat,medium_positive,True,0.6115,True,"{""large_visible"": 0.10831007708139434, ""sliced_visible"": 0.0636347999005503, ""churn"": 0.31253440768917723, ""multi_refill"": 0.06807001837163448, ""noise"": 0.22640435835119832, ""directional"": 0.37399754035741195}",120,3475,322,25164,2.0442,0.0225,582387.03
ep_006505,ep_006505.csv,iceberg,test,iceberg_phase,29267,6505,3496847299,676.943875,245.24,0.02,1.2835485069654204,10,3.652337417348786,normal,strong_buy,bursty,0.062376,0.5672849528773688,0.834952,0.423743,0.134665,1,0,1,1,0,3,clustered,at_bbo,flat,hard_positive,False,0.0,True,"{""large_visible"": 0.15738297364012366, ""sliced_visible"": 0.19804976262026186, ""churn"": 0.17932691373081433, ""multi_refill"": 0.06009853870070034, ""noise"": 0.299972082223827, ""directional"": 0.34901357887447326}",281,2854,388,42199,2.4155,0.025196,787950.16
ep_006506,ep_006506.csv,iceberg,test,iceberg_phase,29270,6506,3499111987,432.706,204.45,0.05,0.8787670379004797,11,1.7851519669314955,normal,strong_buy,bursty,0.297253,0.6248140110219181,0.432941,-0.111392,0.608211,2,1,1,0,0,3,clustered,near_bbo,random,medium_positive,True,0.5243,True,"{""large_visible"": 0.06413525836791281, ""sliced_visible"": 0.26143193228456507, ""churn"": 0.2357929620613921, ""multi_refill"": 0.14841058687998218, ""noise"": 0.24310216227735765, ""directional"": 0.3713343709802336}",281,1175,245,12762,1.544,0.073665,379107.37
ep_006507,ep_006507.csv,iceberg,test,iceberg_phase,29271,6507,3500876307,566.2475,193.46,0.02,0.6994398877715684,4,14.41673786310892,normal,strong_buy,calm,0.575442,0.6898722737450803,0.140525,-0.833153,0.156083,1,0,1,3,1,3,early_bias,at_bbo,decay_exp,hard_positive,True,0.3723,True,"{""large_visible"": 0.05487348339923659, ""sliced_visible"": 0.0775018605443568, ""churn"": 0.2959853787021783, ""multi_refill"": 0.13514638320817066, ""noise"": 0.34999044827821535, ""directional"": 0.38511713194801905}",346,8273,506,33485,1.6375,0.036821,67246.97
ep_006508,ep_006508.csv,iceberg,test,iceberg_phase,29274,6508,3502626898,257.29372499999994,61.45,0.05,0.6590140571667353,14,19.613218548303205,noisy,strong_sell,normal,0.267737,-0.639231648594772,0.189331,0.194227,0.076071,2,1,1,2,0,1,early_bias,inside_spread,decay_exp,medium_positive,True,0.5321,True,"{""large_visible"": 0.1384702322600468, ""sliced_visible"": 0.22013454787320058, ""churn"": 0.11382524853810892, ""multi_refill"": 0.2400157748252219, ""noise"": 0.2006411326756518, ""directional"": 0.41408548422078084}",123,3196,517,38987,2.0995,0.065041,464797.41
ep_006509,ep_006509.csv,iceberg,test,iceberg_phase,29278,6509,3507108715,434.14582,171.87,0.02,0.4251841802481636,8,1.2077011503958066,noisy,neutral,calm,0.483755,-0.07696762437521487,0.075011,0.611939,0.121801,2,0,2,3,0,2,early_bias,near_bbo,flat,hard_positive,True,0.4602,True,"{""large_visible"": 0.05416631449246615, ""sliced_visible"": 0.11392733840341639, ""churn"": 0.24573625476636224, ""multi_refill"": 0.20708186749481244, ""noise"": 0.4621217292718044, ""directional"": 0.2565103954962777}",364,8320,344,18238,1.1932,0.053626,119733.23
ep_006510,ep_006510.csv,iceberg,test,iceberg_phase,29286,6510,3514847917,281.27410000000003,265.9,0.02,0.753619374353276,4,7.258829041163198,normal,strong_buy,bursty,0.325784,0.860017425307329,0.419083,0.099485,0.55979,3,3,0,2,2,3,uniform_random,mixed,random,hard_positive,False,0.0,True,"{""large_visible"": 0.08879384943593441, ""sliced_visible"": 0.2178175849196612, ""churn"": 0.31724352733805733, ""multi_refill"": 0.09526321686516949, ""noise"": 0.1528713674378784, ""directional"": 0.43287501222443825}",302,4062,333,19745,0.934,0.021589,183586.17
ep_006511,ep_006511.csv,iceberg,test,iceberg_phase,29288,6511,3516993564,116.056085,145.9,0.01,1.2172247785870414,9,6.214844795982986,noisy,neutral,normal,0.142411,0.10622603868438685,0.200049,-0.114369,0.176871,2,1,1,2,2,3,early_bias,mixed,inverted,hard_positive,False,0.0,True,"{""large_visible"": 0.09429491859912514, ""sliced_visible"": 0.16457504320663613, ""churn"": 0.10539921527953189, ""multi_refill"": 0.2006410135730694, ""noise"": 0.4550271127676895, ""directional"": 0.20070375399423887}",108,2478,316,21614,1.0811,0.010833,325158.82
ep_006512,ep_006512.csv,iceberg,test,iceberg_phase,29294,6512,3524137257,763.296025,199.45,0.01,1.2640289956500812,5,15.921984405191516,noisy,strong_buy,normal,0.515112,0.6799918961135719,0.259577,-0.728018,0.087563,1,1,0,2,0,2,early_bias,at_bbo,decay_linear,hard_positive,True,0.5906,True,"{""large_visible"": 0.1626965038404884, ""sliced_visible"": 0.08372018054248513, ""churn"": 0.13342245590348725, ""multi_refill"": 0.23097587949615922, ""noise"": 0.17499397862537566, ""directional"": 0.5044720898501147}",376,6258,409,37185,2.0341,0.010186,426865.66
ep_006513,ep_006513.csv,iceberg,test,iceberg_phase,29299,6513,3528410513,240.0,270.37,0.01,0.6424492374977846,4,2.7185883223590293,normal,strong_sell,calm,0.390805,-0.4598898766047336,0.016037,0.525376,0.307124,2,1,1,1,1,1,uniform_random,at_bbo,random,hard_positive,True,0.588,True,"{""large_visible"": 0.08135761158890738, ""sliced_visible"": 0.21934190461189157, ""churn"": 0.27331534546608177, ""multi_refill"": 0.2255806155276231, ""noise"": 0.43191861346782867, ""directional"": 0.43085453529453566}",324,1913,292,17921,0.7426,0.017593,189854.36
ep_006514,ep_006514.csv,iceberg,test,iceberg_phase,29300,6514,3528615360,463.00055,236.69,0.05,0.2948923842619383,13,1.1493991759925934,noisy,mild_buy,normal,0.336384,0.2247284221916489,0.183712,-0.844771,0.046984,1,1,0,2,2,1,clustered,near_bbo,random,hard_positive,False,0.0,True,"{""large_visible"": 0.10169017605195951, ""sliced_visible"": 0.20303699350742138, ""churn"": 0.2449356372092511, ""multi_refill"": 0.2715901395489167, ""noise"": 0.22694417790528246, ""directional"": 0.287461178253653}",215,4793,341,17850,2.1565,0.093488,65452.54
ep_006515,ep_006515.csv,iceberg,train,iceberg_phase,29310,6515,3539427262,467.16402,261.03,0.01,0.23997075493417006,6,13.90964753101371,calm,mild_sell,normal,0.361165,-0.21043545749653092,0.168316,-0.984844,0.308104,2,0,2,0,1,2,early_bias,inside_spread,random,hard_positive,False,0.0,True,"{""large_visible"": 0.19958483142810346, ""sliced_visible"": 0.21302853279892975, ""churn"": 0.05145011614343142, ""multi_refill"": 0.2754191300904376, ""noise"": 0.33985363394018275, ""directional"": 0.37044709199204295}",268,2836,298,23116,1.7438,0.011045,994904.05
ep_006516,ep_006516.csv,iceberg,train,iceberg_phase,29313,6516,3542796401,608.47215,128.46,0.05,0.44314306049552926,12,2.2618256295003496,normal,mild_buy,normal,0.122497,0.3487729633462514,0.388553,0.447415,0.172469,3,1,2,3,2,1,late_bias,at_bbo,decay_exp,hard_positive,True,0.6232,True,"{""large_visible"": 0.05524725629373587, ""sliced_visible"": 0.2568625145769144, ""churn"": 0.12629919041001453, ""multi_refill"": 0.1940637827952999, ""noise"": 0.4560862210875637, ""directional"": 0.5395737238643272}",314,8176,475,35278,1.9409,0.067994,364964.36
ep_006517,ep_006517.csv,iceberg,test,iceberg_phase,29314,6517,3543800939,406.58917,259.71,0.01,1.3683340520902243,14,1.6745782985132625,noisy,strong_sell,normal,0.132569,-0.7486622953703987,0.354415,-0.830051,0.784808,2,1,1,3,0,2,clustered,at_bbo,random,medium_positive,True,0.5543,True,"{""large_visible"": 0.07139779826680638, ""sliced_visible"": 0.13387979899300745, ""churn"": 0.2590093395288358, ""multi_refill"": 0.0979020544617697, ""noise"": 0.18525038245507675, ""directional"": 0.47584967275812107}",285,6284,106,6619,1.4314,0.014491,223417.76
ep_006518,ep_006518.csv,iceberg,train,iceberg_phase,29317,6518,3546500349,157.31429999999997,54.11,0.01,1.400180317110843,6,6.194064245486013,normal,neutral,normal,0.523238,-0.06770028549624563,0.359503,-0.967443,0.883447,2,2,0,2,0,2,uniform_random,mixed,flat,hard_positive,True,0.3744,True,"{""large_visible"": 0.2398741278947788, ""sliced_visible"": 0.22456856764133704, ""churn"": 0.34798960818461905, ""multi_refill"": 0.2617772450977199, ""noise"": 0.32577459457602714, ""directional"": 0.20930342579540293}",105,2281,108,4017,1.5054,0.013714,58494.9
ep_006519,ep_006519.csv,iceberg,test,iceberg_phase,29318,6519,3546871262,273.413325,15.93,0.02,1.3890049562891063,7,9.635716564931057,calm,strong_buy,normal,0.057134,0.7411394860813533,0.383051,-0.499208,0.845607,3,0,3,1,0,1,uniform_random,inside_spread,decay_linear,easy_positive,True,0.5137,True,"{""large_visible"": 0.19802699771509552, ""sliced_visible"": 0.16840842892740981, ""churn"": 0.05447806662380437, ""multi_refill"": 0.207327127583941, ""noise"": 0.28863743430124356, ""directional"": 0.31454286302827245}",298,2701,121,7637,0.9195,0.030738,156277.1
ep_006520,ep_006520.csv,iceberg,train,iceberg_phase,29323,6520,3552447226,240.0,18.11,0.01,1.3874863575900316,14,20.224724971930204,calm,neutral,normal,0.155122,-0.14139983094703534,0.318703,-0.422799,0.396567,3,1,2,1,1,2,uniform_random,mixed,random,hard_positive,True,0.2752,True,"{""large_visible"": 0.23666541552877846, ""sliced_visible"": 0.26971475395415945, ""churn"": 0.20579363301891662, ""multi_refill"": 0.2413800282112774, ""noise"": 0.2819792205818593, ""directional"": 0.41481727602259155}",122,3339,284,23957,1.9776,0.010246,514719.82
ep_006521,ep_006521.csv,iceberg,train,iceberg_phase,29327,6521,3555873653,638.1104399999999,249.8,0.02,0.43035084533857026,7,6.052351808006497,normal,mild_sell,normal,0.371977,-0.30191563214887274,0.177729,-0.493646,0.303688,1,0,1,3,0,2,uniform_random,at_bbo,decay_linear,hard_positive,True,0.4288,True,"{""large_visible"": 0.14118552129605322, ""sliced_visible"": 0.07131657126268699, ""churn"": 0.24208872098024886, ""multi_refill"": 0.27825846111934205, ""noise"": 0.42071015058734573, ""directional"": 0.4641795978136433}",283,11963,352,26877,2.2616,0.029046,492454.07
ep_006522,ep_006522.csv,iceberg,test,iceberg_phase,29328,6522,3556913156,609.0526,149.44,0.01,0.4212887479623584,4,2.075009516402237,noisy,mild_sell,bursty,0.263198,-0.19276618867475148,0.441384,0.987361,0.5424,2,1,1,1,0,1,uniform_random,mixed,inverted,hard_positive,False,0.0,True,"{""large_visible"": 0.12480096029960129, ""sliced_visible"": 0.16388399647897484, ""churn"": 0.16609291107049706, ""multi_refill"": 0.26205191613158707, ""noise"": 0.25320870245957583, ""directional"": 0.5458988348443691}",248,4505,269,22497,2.4658,0.010484,438551.2
ep_006523,ep_006523.csv,iceberg,test,iceberg_phase,29329,6523,3557862447,567.34722,229.77,0.02,0.48066232082120325,7,1.032086717813939,noisy,mild_buy,normal,0.208648,0.17163578676151936,0.358006,-0.230265,0.395223,2,1,1,2,1,1,uniform_random,inside_spread,flat,hard_positive,True,0.4689,True,"{""large_visible"": 0.06540741051425357, ""sliced_visible"": 0.0983126085735515, ""churn"": 0.23504156633670487, ""multi_refill"": 0.1446320079418197, ""noise"": 0.1947909900091828, ""directional"": 0.3278739190895936}",283,5112,235,18102,2.0108,0.027986,138713.75
ep_006524,ep_006524.csv,iceberg,train,iceberg_phase,29331,6524,3560625051,123.66824499999998,124.12,0.02,1.0594029120551356,10,1.0794184893526133,calm,neutral,normal,0.179706,-0.12057856801319722,0.34083,0.616706,0.505822,1,0,1,2,1,1,uniform_random,at_bbo,decay_exp,hard_positive,True,0.5492,True,"{""large_visible"": 0.2633019622967549, ""sliced_visible"": 0.2058572250024283, ""churn"": 0.29068781157486123, ""multi_refill"": 0.2191869705179551, ""noise"": 0.46898448620327815, ""directional"": 0.258977001183424}",222,1227,56,2948,0.5587,0.033063,152051.26
ep_006525,ep_006525.csv,iceberg,train,iceberg_phase,29334,6525,3563965728,120.0,212.28,0.02,1.39600004206498,9,21.526468224116844,normal,mild_sell,normal,0.449433,-0.26209297280392696,0.30386,0.34231,0.085826,2,0,2,1,0,1,clustered,mixed,decay_exp,hard_positive,True,0.4824,True,"{""large_visible"": 0.20889405701881536, ""sliced_visible"": 0.1924201766961613, ""churn"": 0.12849727032624672, ""multi_refill"": 0.2654188657617106, ""noise"": 0.37443265485600696, ""directional"": 0.4554960757652839}",372,1886,427,35779,0.3226,0.021237,556036.95
ep_006526,ep_006526.csv,iceberg,train,iceberg_phase,29336,6526,3565167946,598.11753,288.56,0.02,1.4951896130389661,7,3.0620153049705996,normal,mild_buy,calm,0.490815,0.1581774869337481,0.108069,0.21017,0.062172,1,1,0,1,0,2,uniform_random,at_bbo,decay_exp,medium_positive,True,0.722,True,"{""large_visible"": 0.1857451668313348, ""sliced_visible"": 0.14357069876639067, ""churn"": 0.15645592350051268, ""multi_refill"": 0.2756590755953585, ""noise"": 0.3508708745031992, ""directional"": 0.5029224320050771}",246,3418,440,36070,2.4403,0.034634,448529.83
ep_006527,ep_006527.csv,iceberg,train,iceberg_phase,29344,6527,3573085471,217.84165000000002,27.99,0.05,0.6901596504417087,4,1.5249689634124235,normal,mild_sell,calm,0.094718,-0.31771893910299587,0.135984,-0.211663,0.679294,2,1,1,2,2,3,clustered,mixed,humped,hard_positive,True,0.4567,True,"{""large_visible"": 0.07735934535082502, ""sliced_visible"": 0.08071210646211609, ""churn"": 0.15222058394757604, ""multi_refill"": 0.24383122449349776, ""noise"": 0.4745782309818075, ""directional"": 0.4167521122118276}",124,2445,133,4938,1.7639,0.084274,196479.18
ep_006528,ep_006528.csv,iceberg,test,iceberg_phase,29348,6528,3577494597,323.97099499999996,219.71,0.02,1.2661856409787575,14,12.121966597929898,calm,strong_buy,bursty,0.173333,0.7665791692003995,0.557579,0.195402,0.140618,2,2,0,2,0,1,uniform_random,mixed,decay_linear,hard_positive,True,0.2508,True,"{""large_visible"": 0.2377636738649998, ""sliced_visible"": 0.24124165237143996, ""churn"": 0.2110562037453051, ""multi_refill"": 0.12461014789154443, ""noise"": 0.33003122807220875, ""directional"": 0.28731775320846015}",216,3204,347,29481,1.5023,0.03037,770484.43
ep_006529,ep_006529.csv,iceberg,test,iceberg_phase,29351,6529,3580475400,770.22352,43.03,0.01,1.2315731973797468,12,0.9163759642738467,noisy,strong_sell,bursty,0.295194,-0.48395404825758753,0.692882,-0.191501,0.418552,2,0,2,1,2,2,early_bias,mixed,flat,hard_positive,True,0.5664,True,"{""large_visible"": 0.12660359639297022, ""sliced_visible"": 0.10387493424115325, ""churn"": 0.23620653473695824, ""multi_refill"": 0.08131121807690177, ""noise"": 0.26169374057586403, ""directional"": 0.21056160031707122}",324,4699,556,49406,2.3776,0.011728,469793.92
ep_006530,ep_006530.csv,iceberg,val,iceberg_phase,29352,6530,3581403470,413.3189699999999,145.44,0.02,1.2077833569910572,4,1.9579092720130822,normal,mild_buy,normal,0.208648,0.19975039113893966,0.191211,-0.4438,0.416902,3,1,2,2,0,3,early_bias,inside_spread,decay_linear,medium_positive,True,0.3765,True,"{""large_visible"": 0.13348428151364003, ""sliced_visible"": 0.05750743583478442, ""churn"": 0.15765064131326903, ""multi_refill"": 0.08024771489472723, ""noise"": 0.32213694551763794, ""directional"": 0.303745893706148}",197,2956,264,20327,2.1018,0.032589,367779.87
ep_006531,ep_006531.csv,iceberg,test,iceberg_phase,29353,6531,3582477957,493.29272499999996,172.45,0.01,1.4853285804835605,12,1.6587540695751266,calm,strong_buy,normal,0.441407,0.7538149640796789,0.341561,-0.287305,0.282804,3,1,2,1,0,0,early_bias,mixed,flat,medium_positive,True,0.6696,True,"{""large_visible"": 0.157627740700598, ""sliced_visible"": 0.101879460411145, ""churn"": 0.2329109461215892, ""multi_refill"": 0.22209358877867935, ""noise"": 0.4978060925668961, ""directional"": 0.29073423412926086}",212,3095,360,27282,2.3285,0.011226,605156.19
ep_006532,ep_006532.csv,iceberg,test,iceberg_phase,29357,6532,3586581656,416.90123,44.4,0.02,0.954706589561521,9,6.601444022376888,normal,strong_sell,normal,0.08546,-0.7808718443295417,0.235615,0.316994,0.339637,3,1,2,1,2,3,clustered,mixed,inverted,hard_positive,True,0.5171,True,"{""large_visible"": 0.16260179237761654, ""sliced_visible"": 0.18016319533348935, ""churn"": 0.07400389585138792, ""multi_refill"": 0.12298808485491099, ""noise"": 0.41376900272929096, ""directional"": 0.39874629887701063}",184,4209,350,27001,2.2738,0.034348,1281715.46
ep_006533,ep_006533.csv,iceberg,test,iceberg_phase,29366,6533,3594680831,174.54578,194.4,0.02,1.192927257763597,14,6.182170879588013,noisy,strong_sell,bursty,0.071189,-0.7288181899722094,0.749582,0.19535,0.197563,3,0,3,1,1,3,early_bias,at_bbo,flat,hard_positive,True,0.4823,True,"{""large_visible"": 0.22265207020001537, ""sliced_visible"": 0.06852389952528919, ""churn"": 0.240016709817794, ""multi_refill"": 0.2731500846680503, ""noise"": 0.20905326890186937, ""directional"": 0.43623956529110797}",321,2422,512,38984,0.5452,0.023614,624651.11
ep_006534,ep_006534.csv,iceberg,test,iceberg_phase,29370,6534,3599282633,611.95238,171.36,0.05,0.6248416428428687,12,6.026057252277386,normal,strong_buy,normal,0.517431,0.5344033495256751,0.216318,0.835468,0.199703,3,2,1,2,2,2,uniform_random,inside_spread,random,hard_positive,True,0.7279,True,"{""large_visible"": 0.1741315399552263, ""sliced_visible"": 0.18008909228546333, ""churn"": 0.06537231294831394, ""multi_refill"": 0.15244130183275445, ""noise"": 0.2071110828563435, ""directional"": 0.5187591251851795}",322,6456,317,30545,1.9058,0.051863,475291.04
ep_006535,ep_006535.csv,iceberg,test,iceberg_phase,29373,6535,3602473684,307.41012,217.94,0.02,0.3976242405785019,7,4.290888528835032,calm,strong_sell,bursty,0.303937,-0.8432585579547174,0.414695,-0.923304,0.201798,2,1,1,2,0,0,late_bias,at_bbo,flat,hard_positive,True,0.2899,True,"{""large_visible"": 0.17312319248914665, ""sliced_visible"": 0.22868806570977218, ""churn"": 0.3143503242994606, ""multi_refill"": 0.20534077276568224, ""noise"": 0.23896907177525567, ""directional"": 0.4086529597670186}",135,3010,401,33300,2.2788,0.02563,634068.04
ep_006536,ep_006536.csv,iceberg,test,iceberg_phase,29374,6536,3603271558,120.0,57.26,0.01,1.238339095439176,14,9.167178148242296,calm,strong_buy,calm,0.516104,0.539079055681217,0.070787,-0.421382,0.204029,2,1,1,1,2,0,uniform_random,at_bbo,decay_exp,hard_positive,True,0.6109,True,"{""large_visible"": 0.25399560033005203, ""sliced_visible"": 0.26295481845888635, ""churn"": 0.3357931590866303, ""multi_refill"": 0.16888675048533403, ""noise"": 0.22076329597370692, ""directional"": 0.36937891763780045}",493,1967,324,24146,0.2435,0.014077,456740.83
ep_006537,ep_006537.csv,iceberg,train,iceberg_phase,29377,6537,3606247027,240.0,78.52,0.01,0.7311608410515404,11,5.281098785249298,normal,mild_sell,normal,0.12937,-0.20553194626438642,0.261703,0.619099,0.175044,4,0,4,1,1,0,uniform_random,mixed,random,medium_positive,True,0.4435,True,"{""large_visible"": 0.21133815274580903, ""sliced_visible"": 0.22067942070649627, ""churn"": 0.27175367508389564, ""multi_refill"": 0.08993908273590301, ""noise"": 0.2300677112605747, ""directional"": 0.5365902451788903}",183,2726,418,38642,1.3123,0.012295,755634.1
ep_006538,ep_006538.csv,iceberg,test,iceberg_phase,29388,6538,3617382561,722.22325,266.49,0.02,0.7884258268084099,5,2.0138544609922553,noisy,mild_buy,normal,0.119141,0.37361009558114044,0.309285,-0.831052,0.896656,1,1,0,1,2,2,clustered,mixed,humped,hard_positive,False,0.0,True,"{""large_visible"": 0.121542166355762, ""sliced_visible"": 0.060888911085514516, ""churn"": 0.19654695841007502, ""multi_refill"": 0.09278487633282573, ""noise"": 0.3507070366471956, ""directional"": 0.37705787724716944}",333,6417,40,4692,2.1721,0.032973,193706.11
ep_006539,ep_006539.csv,iceberg,test,iceberg_phase,29392,6539,3621095195,468.72696,269.1,0.02,1.0005856709531484,5,3.2405664250535815,calm,strong_sell,normal,0.122342,-0.523235019468014,0.274279,0.950357,0.356795,4,3,1,0,0,1,uniform_random,at_bbo,flat,easy_positive,True,0.536,True,"{""large_visible"": 0.08673932898975818, ""sliced_visible"": 0.23969444413207663, ""churn"": 0.3493225180889003, ""multi_refill"": 0.2109520815454929, ""noise"": 0.16432905073031054, ""directional"": 0.5207382883363825}",198,1334,434,28706,2.3721,0.02101,220730.62
ep_006540,ep_006540.csv,iceberg,test,iceberg_phase,29398,6540,3628002016,79.24083,25.29,0.05,0.31549442067584343,11,1.1751863583626254,noisy,strong_buy,bursty,0.078097,0.7899819614912328,0.511577,-0.314519,0.111262,2,0,2,0,0,3,uniform_random,mixed,inverted,hard_positive,False,0.0,True,"{""large_visible"": 0.23324252685432156, ""sliced_visible"": 0.1567355174108081, ""churn"": 0.19022029078548408, ""multi_refill"": 0.2797111143367763, ""noise"": 0.49284314705995136, ""directional"": 0.43572639270220437}",246,155,53,3638,0.3233,0.06626,184795.27
ep_006541,ep_006541.csv,iceberg,test,iceberg_phase,29404,6541,3632621218,334.742665,20.34,0.02,0.7381686004326897,11,18.502003690064356,normal,strong_buy,normal,0.182237,0.5860298331831572,0.331536,-0.772943,0.944664,2,2,0,1,1,1,uniform_random,mixed,inverted,medium_positive,True,0.4538,True,"{""large_visible"": 0.23290601316167586, ""sliced_visible"": 0.15377339923970956, ""churn"": 0.13332536815472543, ""multi_refill"": 0.23669761710424037, ""noise"": 0.4372213744466654, ""directional"": 0.4999314973355223}",307,4988,85,4842,1.0909,0.032313,377669.68
ep_006542,ep_006542.csv,iceberg,test,iceberg_phase,29406,6542,3634637797,168.50112,180.93,0.01,0.37697405633977477,10,2.041848205968316,calm,strong_buy,calm,0.17336,0.7755526131094373,0.138999,0.925057,0.259427,3,1,2,3,1,3,clustered,mixed,flat,hard_positive,True,0.3014,True,"{""large_visible"": 0.27397132039292027, ""sliced_visible"": 0.06572886333044799, ""churn"": 0.2644176364404256, ""multi_refill"": 0.2781154705995484, ""noise"": 0.3679419264328265, ""directional"": 0.49097861633479956}",142,3527,148,11307,1.1904,0.012887,1282979.92
ep_006543,ep_006543.csv,iceberg,test,iceberg_phase,29410,6543,3638821699,388.40407999999996,271.56,0.02,0.7635919967901019,9,1.0178020592445054,normal,strong_sell,normal,0.2063,-0.7913304324656637,0.156563,-0.177687,0.544225,3,2,1,0,2,3,early_bias,at_bbo,flat,medium_positive,True,0.7013,True,"{""large_visible"": 0.233105211193867, ""sliced_visible"": 0.16345758001703448, ""churn"": 0.3108449790921176, ""multi_refill"": 0.2469609244335355, ""noise"": 0.18998419551892715, ""directional"": 0.4199372209450629}",225,6501,172,10410,1.7324,0.022489,358247.04
ep_006544,ep_006544.csv,iceberg,test,iceberg_phase,29418,6544,3647834977,361.900505,196.64,0.02,0.2232995439899393,6,16.18255969239849,noisy,mild_sell,normal,0.197057,-0.15095910716071959,0.364645,-0.00287,0.18775,4,2,2,1,1,2,uniform_random,at_bbo,decay_linear,hard_positive,True,0.4749,True,"{""large_visible"": 0.13797298773002814, ""sliced_visible"": 0.25462638374290736, ""churn"": 0.2231415800561013, ""multi_refill"": 0.1314588840906023, ""noise"": 0.4706442185934103, ""directional"": 0.4408023866490891}",315,3764,451,37842,1.1509,0.024698,610199.88
